,Text,Label
36379,"Definitive diagnosis was obtained after a mean period of 4.5 weeks (range, 12 days-8 weeks) from onset.",Not ADE-related
36380,It is important to always review the medications the patient is taking and consider them as etiological culprits in any new symptom complex.,Not ADE-related
36381,Laboratory evaluation ruled out the most common causes of fulminant hepatitis.,Not ADE-related
36382,The overall rate of avascular necrosis in Crohn's disease was less than 0.5% but for men with Crohn's disease was about 1%.,Not ADE-related
36383,"Neurological examination revealed atrophy of small hand muscles, especially in the left dorsal interossei.",Not ADE-related
36384,"RESULTS: Findings of HLA typing revealed positive reaction for B 51, Cw 3, DR 8, DR 11, DQ 3.",Not ADE-related
36385,Clinical measures and outcomes were recorded prospectively.,Not ADE-related
36386,Post-transplant lymphoproliferative disorder following cytomegalovirus reactivation in a lung recipient.,Not ADE-related
36387,We assumed this to be related to the advancing central nervous system aspergillosis.,Not ADE-related
36388,In four patients the levels were > or = 18 times the upper limit of normal.,Not ADE-related
36389,N. sicca should be considered as a possible pathogen in CPD-associated peritonitis.,Not ADE-related
36390,"RESULTS: The patient was treated with immediate corticosteroids at the time of initial diagnosis, and emergent re-exploration and debulking of the paraspinal muscles.",Not ADE-related
36391,Results at 3 months an open-prospectus study of 30 cases and review of the literature.,Not ADE-related
36392,"Although patients have the opportunity to report ADRs in several countries, little is published in the literature about the contribution that patient reports have in practice.",Not ADE-related
36393,Simultaneous scrofuloderma and intracranial tuberculomas: a rare presentation of systemic tuberculosis.,Not ADE-related
36394,Neutropenic enterocolitis (NE) is a severe gastrointestinal complication in patients who undergo aggressive chemotherapy.,Not ADE-related
36395,"A fifth child manifested clinical and radiographic signs of rickets after presenting with hypophosphatemia, hypouricemia, and glycosuria.",Not ADE-related
36396,A 73-year-old woman with rheumatoid arthritis had been treated with weekly low-dose methotrexate (MTX) for 5 years.,Not ADE-related
36397,"Only 1 death occurred, and most patients (57.5%) had complete resolution of their symptoms within 24 hours of presentation.",Not ADE-related
36398,Acyclovir was discontinued.,Not ADE-related
36399,"After returning to a normal level of greater than 100,000/mm3, the patient's platelets again dropped to 1200/mm3 with readministration of rifampin.",Not ADE-related
36400,A review of the literature disclosed 8 cases of this association with a fatal fulminant outcome in 5 cases.,Not ADE-related
36401,"One week after beginning of HAART, tacrolimus was discontinued during 18 days due Ritonavir interaction.",Not ADE-related
36402,"This is one of the few cases of drug-induced LAD in which the target antigen profile has been characterized, and the first in which the antigen has been shown to correspond to collagen VII.",Not ADE-related
36403,"After an interval of 3 months, he presented a complex pattern of nail hyperpigmentation, from combined dense horizontal and longitudinal streaks in some nails to diffuse black discoloration in others (Figure).",Not ADE-related
36404,Two unusual pathological reactions to nitrofurantoin: case reports.,Not ADE-related
36405,Use of somatostatin for complications occurring after liver transplantation.,Not ADE-related
36406,Urine toxicology screening was negative.,Not ADE-related
36407,"However, significant changes in vital signs (hyper- and hypotension) and cardiac conduction abnormalities were observed in a few patients, notably in elderly patients.",Not ADE-related
36408,Bronchoalveolar lavage performed 48 hours after the end of challenge exposure showed a marked increase in neutrophils (60% of total cell count).,Not ADE-related
36409,Treatment modalities have been unsuccessful and the majority of patients reported have died.,Not ADE-related
36410,Most patients are treated conservatively because an improvement occurs when the absolute neutrophil count rises.,Not ADE-related
36411,"Antitumour necrosis factor alpha (TNFalpha) antibodies have recently been used in order to treat Crohn's disease, but their effect on cholestasis in humans has not been previously described.",Not ADE-related
36412,"As a result, there have been several reports of children and adults on TPN who have developed WE as a result of thiamine deficiency.",Not ADE-related
36413,An outbreak of multiple-drug-resistant Salmonella enteritis from raw milk.,Not ADE-related
36414,"The child was referred to the Hippokration General Hospital, Thessaloniki, Greece hospital with steroid-resistant NS; renal biopsy was performed, which did not show any remarkable findings and cyclosporine was administered in addition to steroid therapy.",Not ADE-related
36415,Pemphigus vulgaris is a rare auto-immune blistering disease that can also be life-threatening.,Not ADE-related
36416,"Given the current debate about the risks of hormonal replacement therapy, more women are seeking alternative therapies for menopausal symptoms.",Not ADE-related
36417,It is possible that 5-HT2 antagonism is essential for therapeutic benefit in this condition.,Not ADE-related
36418,Long QTc and torsades de pointes in human immunodeficiency virus disease.,Not ADE-related
36419,He died from acute leukaemia.,Not ADE-related
36420,"We suggest that the cause of this distressing syndrome, and ways to mitigate or circumvent it, must be discovered.",Not ADE-related
36421,Irinotecan therapy in a 12-year-old girl with recurrent brain stem glioma and without functional polymorphisms in UGT1A1 activity: case report.,Not ADE-related
36422,METHODS: A fully alert 83-year-old woman with disciform scar right eye (OD) and occult choroidal neovascularization (CNV) left eye (OS) experienced a progressive visual loss to 20/800 OD and 20/400 OS.,Not ADE-related
36423,A 25-year-old factory worker sustained inhalation injury and 2 per cent deep burns while fighting a fire in his factory (LSI factory) which was made of new synthetic building materials.,Not ADE-related
36424,"RESULTS: The patient with the primary perforation was managed conservatively, while the second was subjected to immediate surgical exploration.",Not ADE-related
36425,Initial hepatic function tests were strictly normal.,Not ADE-related
36426,"Her course was complicated by pneumonia, barotrauma, and atelectasis accompanying her moribund state.",Not ADE-related
36427,Successful treatment of rhegmatogenous retinal detachment secondary to globe perforation during peribulbar injection in a case of sympathetic ophthalmia.,Not ADE-related
36428,The patient's symptoms resolved with oral vancomycin and his stool C. difficile toxin became negative.,Not ADE-related
36429,"Maternal values were 2.4 and 4%, and infant values 20.0 and 18% in cases 1 and 2, respectively.",Not ADE-related
36430,"Renal biopsy of these children showed classical BMTN histology, and the renal manifestations progressed quickly; the patient in case 1 became dialysis dependent by 1 year post-bone marrow transplant.",Not ADE-related
36431,"Shortly after the start of surgery, he suffered an allergic reaction that, at first, was difficult to distinguish from the recognised side-effects of intrathecal diamorphine.",Not ADE-related
36432,"In the first 2 cases, injections were perilesional and in the other 2, intralesional.",Not ADE-related
36433,Trihexyphenidyl and isoprinosine in the treatment of subacute sclerosing panencephalitis.,Not ADE-related
36434,The first case of keratitis caused by Nocardia exalbida.,Not ADE-related
36435,"Transvaginal intratubal insemination, ectopic pregnancy and treatment by single-dose parenteral methotrexate.",Not ADE-related
36436,Cannulation injury of the radial artery: diagnosis and treatment algorithm.,Not ADE-related
36437,Five patients experienced increased intraocular pressure to 30 mmHg or greater which required treatment.,Not ADE-related
36438,She recovered from the event without apparent chronic cardiac dysfunction.,Not ADE-related
36439,The effect of regional perfusion treatment on recurrent melanoma of the extremities.,Not ADE-related
36440,"Although tandem scanning confocal microscopy of Acanthamoeba has been described in previous reports, Acanthamoeba keratitis has not been fully characterized with this instrument.",Not ADE-related
36441,It mandates emergency open heart surgery if hemostasis is not achieved promptly.,Not ADE-related
36442,"Narcolepsy, paranoid psychosis, and analeptic abuse.",Not ADE-related
36443,This had been given systemically during the patient's last week of life.,Not ADE-related
36444,"In cases of mild increments of eosinophils and if the patient is asymptomatic, there is no need to make an immediate decision.",Not ADE-related
36445,A 52-year-old woman suffered from chronic active hepatitis type C and was treated with a total of 456 x 10(6) units of IFN-alpha for 23 weeks.,Not ADE-related
36446,Veno-occlusive disease (VOD) of the liver is mainly described after chemo-irradiation conditioning regimens during haematopoietic stem cell transplantation (SCT) and has been sporadically reported after kidney and liver transplantation.,Not ADE-related
36447,Eight months after the initiation of therapy he developed fatigue and dyspnea on exertion.,Not ADE-related
36448,"DESIGN: Noncomparative, interventional case series.",Not ADE-related
36449,"In all cases, response to corticosteroids was unsatisfactory and three of these patients ultimately died from complications that ensued from prolonged immunosuppressive therapy.",Not ADE-related
36450,"He relapsed a month later with Enterococcus gallinarum shunt infection, which responded to high-dose ampicillin and gentamicin therapy.",Not ADE-related
36451,She had no other causes of immunosuppression.,Not ADE-related
36452,Transient paralysis associated with epidural steroid injection.,Not ADE-related
36453,"There was a progressive increment in corneal thickness and consequent improvement in corneal transparency, curvature, and regularity.",Not ADE-related
36454,"One week after the termination of IFN therapy, TSH-receptor antibodies became positive and subsequently she showed Graves' hyperthyroidism.",Not ADE-related
36455,"In both cases, CSF pleocytosis was limited to 20 or 60 cells with variable protein and sugar values.",Not ADE-related
36456,There may be a synergistic effect when corticosteroids are used in combination with chemotherapy and radiation treatment.,Not ADE-related
36457,CONCLUSION: Serial amniocentesis may place patients at elevated risk for Candida chorioamnionitis and subsequent preterm delivery.,Not ADE-related
36458,METHODS: Diagnostic aids included routine histology and direct immunofluorescence studies to rule out immunobullous diseases and to confirm the c-GVHD.,Not ADE-related
36459,"In conclusion, the present case report illustrates a novel manifestation of chronic granulomatous disease.",Not ADE-related
36460,Review of the literature leads us to propose the following hypotheses: (1) that considerably increased stress-induced cortisol concentrations in critically ill patients may contribute to adverse outcomes and (2) that therapeutic suppression of the persistent and substantially elevated glucocorticoid levels in selected cases may be a beneficial therapeutic option.,Not ADE-related
36461,It usually occurs in patients with impaired renal function or when allopurinol is prescribed with a thiazide diuretic.,Not ADE-related
36462,"In this brief report, we present case of successful cisplatin administration following two unsuccessful carboplatin desensitization attempts, and without the need for pre-treatment steroids.",Not ADE-related
36463,"Her initial clinical presentation suggested postoperative infection, but the inflammation continued to progress despite antimicrobial therapy.",Not ADE-related
36464,Culture and cytology of lavage fluid were negative.,Not ADE-related
36465,Development of hairy cell leukemia in a patient after cardiac transplantation.,Not ADE-related
36466,"A 14-year-old girl, dwarfed by systemic disease and long-term corticosteroid therapy, was able to discontinue prednisone and grew 6.3 cm in 11 months following 18 plasma exchanges with FFP.",Not ADE-related
36467,"The availability of atypical antipsychotic agents represents a significant step forward for those patients who are nonresponsive to conventional antipsychotics, offering proven efficacy, a lower risk of extrapyramidal symptoms, and improved clinical outcomes.",Not ADE-related
36468,"A 37-year-old female patient was diagnosed with ulcerative colitis 8 months ago and medical treatment with oral azathioprine, low-dose corticosteroids and 5-ASA was started.",Not ADE-related
36469,"There are a few case reports on hair loss associated with tricyclic antidepressants and serotonin selective reuptake inhibitors (SSRIs), but none deal specifically with paroxetine.",Not ADE-related
36470,These lesions developed within the port site during the radiation treatments (11 cases) or soon after (nine cases) its completion (mean: 16 days; range: 2-35).,Not ADE-related
36471,"During 6 weeks of monitoring, arrhythmia did not recur.",Not ADE-related
36472,"To our knowledge, this is the first report of M. marinum occurring in a patient receiving infliximab.",Not ADE-related
36473,"All were females (age range: 43 to 73, mean = 61.7 years) and had taken quinine for leg cramps.",Not ADE-related
36474,Osteonecrosis of the jaw is an uncommon consequence of biphosphonate therapy.,Not ADE-related
36475,It is a dibenzothiazepine derivative and shows similarities with clozapine in that it is characterized by high 5-HT(2)-relative-to-DA(2) receptor affinity.,Not ADE-related
36476,Rapid improvement of delusional depression following drug-induced seizures: case report.,Not ADE-related
36477,Impulse control disorders and pathological gambling in patients with Parkinson disease.,Not ADE-related
36478,"Three girls, two aged 12 years and one aged 17 years with refractory localization-related epilepsy were treated on an add-on basis with tiagabine.",Not ADE-related
36479,"Both patients with NMS had been treated with neuroleptics, including CYP2D6 substrates.",Not ADE-related
36480,"But when corticosteroid eyedrops were added, there was a recurrence of the keratitis.",Not ADE-related
36481,The shunt infection of the second patient was treated by replacement of the infected shunt system with a rifampin-impregnated device.,Not ADE-related
36482,Corynebacterium Group JK pathogen in cerebrospinal fluid shunt infection.,Not ADE-related
36483,"An 8-year-old boy, treated with a short course of steroids for asthma, developed a fever with abdominal pain and a generalized vesicular rash after contact with varicella-infected classmates.",Not ADE-related
36484,"This case suggests that highly angiogenic tumours such as angiosarcoma may be effectively palliated using agents usually reserved for refractory Wilms' tumour, and supports the view that adult Wilms' tumour is more sensitive to such agents.",Not ADE-related
36485,All four patients in this study were treated with alcohol neurolysis of the superior cluneal nerves.,Not ADE-related
36486,A case of isolated Nocardia asteroides brain abscess in a kidney transplant recipient.,Not ADE-related
36487,"A 13-year-old girl with acute lymphocytic leukemia was treated according to the protocol of the BFM Group (BFM-95, HRG).",Not ADE-related
36488,"At this time (1994), esophagogram and esophagogastroscopy evidenced varicosities in the lower esophageal section (stage F1).",Not ADE-related
36489,T. mucoides is a rare cause of systemic infection.,Not ADE-related
36490,"Patient examination 3 months after surgery revealed a large, central, full-thickness corneal infiltrate with multiple satellite lesions in the right eye.",Not ADE-related
36491,Luke's-Roosevelt Hospital of the 4 study patients were reviewed and compared with those of 41 patients from a group of 537 patients concurrently admitted with a diagnosis of myocardial infarction (MI).,Not ADE-related
36492,Sarcoidosis is a chronic granulomatous multisystemic disorder of unknown aetiology.,Not ADE-related
36493,Results of his mycologic examination and cultures came back negative.,Not ADE-related
36494,RESULTS: Dual desensitization resulted in marked improvement in her symptoms.,Not ADE-related
36495,We postulate that pulmonary GVHD and pulmonary infection including aspergillosis played an important role in the occurrence of both PVOD and HUS in our patient.,Not ADE-related
36496,"Phytonadione 10 mg was administered subcutaneously, and warfarin was held for 3 days until her INR fell to 2.10.",Not ADE-related
36497,This paper reports a case of peritonitis by Nocardia asteroides during continuous ambulatory peritoneal dialysis in a man who had systemic lupus erythematous and chronic renal failure.,Not ADE-related
36498,The subjects were confined to female patients to exclude patients with potential prostate hypertrophy.,Not ADE-related
36499,We suspect that improper technique resulted in an inadvertent administration of an intrathecal baclofen bolus.,Not ADE-related
36500,Discontinuation of MMF was followed by a rapid and spontaneous rise in neutrophils in two patients.,Not ADE-related
36501,A 55- year-old man had been followed for chronic hepatitis B infection for 10 years at another institution.,Not ADE-related
36502,Clozapine treatment of borderline patients: a preliminary study.,Not ADE-related
36503,"During trimethadione treatment, impaired exocrine pancreatic function returned to normal in four of nine patients examined, and diabetes mellitus was well controlled by either diet therapy alone or oral hypoglycaemic agents in eight of 10 patients who did not need insulin before trimethadione treatment.",Not ADE-related
36504,"On day 23 of varenicline therapy, he received and filled a new prescription for amphetamine-dextroamphetamine and resumed his prescribed dosage (30 mg twice/day).",Not ADE-related
36505,Beneficial effects of telmisartan in an HIV+ diabetic insulin-dependent patient.,Not ADE-related
36506,Coexistence of hereditary angioedema and Turner's syndrome.,Not ADE-related
36507,We discuss the possible role of using immunomodulating agents for the treatment of this syndrome and suggest that alternative regimens should be given special consideration especially in those critical clinical situations where supportive measures appear to be unsuccessful.,Not ADE-related
36508,Optic disc swelling was resolved on high doses of intravenous steroids.,Not ADE-related
36509,Disseminated toxoplasmosis with pulmonary involvement after heart transplantation.,Not ADE-related
36510,"Nevertheless, overdosage and intoxication are well documented.",Not ADE-related
36511,"Moreover, little information on the management of this easily recurring disease is available at present.",Not ADE-related
36512,"Testing proved a severe type IV contact allergy restricted to budesonide (group B), without cross-reactions to major corticosteroids of other groups.",Not ADE-related
36513,"Two patients were found to have a positive ANA at low titers, 1 of whom had histopathologic evidence of stratum malgiphian necrosis with perivascular lymphocytic infiltration on skin biopsy.",Not ADE-related
36514,This treatment resulted in remission of the vasculitis.,Not ADE-related
36515,"However, we did not know of the previous tragedies nor had we fully understood how critical examination of some of our own earlier near misses could have made such a tragic mistake less likely to occur.",Not ADE-related
36516,The patient was otherwise healthy and taking no medication.,Not ADE-related
36517,"CLINICAL RELEVANCE: Pancreatic neoplasms are associated with a poor prognosis, regardless of treatment modality.",Not ADE-related
36518,Cutaneous lesions resolved two weeks after the drug was withdrawn and topical steroid treatment was instituted.,Not ADE-related
36519,Our case suggests that the peripheral venous access was probably the portal of entry of the fungus.,Not ADE-related
36520,"She developed dark-red coloration on her hands, at the fourth day of treatment, which has been defined as fixed drug eruption.",Not ADE-related
36521,Cytogenetic studies revealed an abnormal karyotype with deletion of the long arm of chromosome 11 (11q21) and 2 additional copies of the MLL gene attached to the short arms of chromosome 10 in 80% of the metaphase cells examined.,Not ADE-related
36522,"Magnetic resonance imaging brain showed features of posterior reversible encephalopathy syndrome, a recognised but rare complication of hypertension in children.",Not ADE-related
36523,Inhibition of cytochrome P450 seems to be an important mechanism.,Not ADE-related
36524,Early neurovascular and/or neurometabolic imaging identified the location of occlusion and tissue-at-risk (DWI-PWI mismatch) in all 8 patients.,Not ADE-related
36525,"In each case, a surgical opinion was required.",Not ADE-related
36526,We report a rare case of Acanthamoeba keratitis related to cosmetic contact lenses in both eyes.,Not ADE-related
36527,The patient rapidly responded to intravenous ampicillin.,Not ADE-related
36528,"A fifty-five-year-old male patient underwent total laryngectomy, bilateral modified radical neck dissection, and primary voice restoration for squamous cell carcinoma of the supraglottic larynx.",Not ADE-related
36529,"He experienced stiffness, myalgias, and classic rippling, which was confirmed on clinical examination.",Not ADE-related
36530,"A 10-year-old female with atopic eczema developed eczema herpeticum after hot tub use with a friend who had ""fever blisters""; herpes simplex virus was recovered from cutaneous vesicles.",Not ADE-related
36531,Drug-induced rhabdomyolysis during pregnancy is extremely rare.,Not ADE-related
36532,Cutaneous lichenoid eruptions can arise as a result of exogenous compound exposures.,Not ADE-related
36533,Therefore doses were adapted on the 3rd day of the course.,Not ADE-related
36534,Severe complications are rarely seen.,Not ADE-related
36535,Exclusion of other causes strengthened this conclusion.,Not ADE-related
36536,"Although the patient had no symptoms 10 hours after intrathecal treatment, to prevent the possible neurotoxic effects of methotrexate, a cerebrospinal fluid exchange was performed.",Not ADE-related
36537,"A 53-year-old postmenopausal woman, who had a family history of cryptogenic liver cirrhosis, was diagnosed with osteoporosis, and started on the selective estrogen receptor modulator (SERM) raloxifene 60 mg/day orally.",Not ADE-related
36538,"Because new drug therapies have been developed, it is important to know the interactions between antiretroviral and antiepileptic agents.",Not ADE-related
36539,"Although it is usually clinically silent, such spasm occasionally causes debilitating pain that may be mistaken for more serious disorders.",Not ADE-related
36540,Indirect immunoelectron microscopy showed antibody labelling in the lamina densa and sublamina densa zone.,Not ADE-related
36541,An 84-year-old woman was admitted to the hospital for progressive edema and decreased urine output.,Not ADE-related
36542,Botulinum toxin for palliative treatment of epiphora in a patient with canalicular obstruction.,Not ADE-related
36543,This was not associated with hemorrhagic problems.,Not ADE-related
36544,CONTEXT: Acute pancreatitis has been reported in a few cases treated with macrolides or glucocorticoids.,Not ADE-related
36545,A TDM consultant discusses the case in the context of toxicokinetic analysis.,Not ADE-related
36546,"The lactic acidosis occurred in the absence of mitochondrial myopathy, hepatomegaly, or liver failure.",Not ADE-related
36547,"His weekly warfarin dose was increased by approximately 5%, and he was given three fecal occult blood cards.",Not ADE-related
36548,"Although these eight patients had shown various mental, neurological and gastrointestinal symptoms, as well as skin lesions, the diagnosis of pellagra had not been made clinically.",Not ADE-related
36549,"In addition to antimicrobial therapy, treatment usually involves craniotomy and excision of the abscess.",Not ADE-related
36550,The vitritis episodes resolved after 2 to 9 weeks.,Not ADE-related
36551,CONCLUSION: Cyproheptadine may be a useful adjunct to baclofen and benzodiazepines in the management of acute ITB withdrawal syndrome.,Not ADE-related
36552,Interferon-alpha affects the immune response in post-transplant lymphoproliferative disorder.,Not ADE-related
36553,"Treatment with protease inhibitors in some persons infected with HIV-1 is associated with a syndrome of lipodystrophy manifesting as peripheral lipoatrophy, relative central adiposity, insulin resistance, and serum lipid abnormalities.",Not ADE-related
36554,High dose methotrexate would appear contra-indicated in situations where massive tumour lysis is possible.,Not ADE-related
36555,Eosinophilic cystitis is a rare and poorly understood disorder.,Not ADE-related
36556,"Computed tomography (CT) of the brain showed only mild right-sided hydrocephalus, and was negative for intracranial hemorrhage and intracranial mass.",Not ADE-related
36557,Patient was given 4 mg of subtenon's triamcinolone acetate in the area of the nodular scleritis and had complete resolution.,Not ADE-related
36558,"Two patients, aged 44 and 68 years, presented with generalized seizures either witnessed or highly suspected.",Not ADE-related
36559,"The occurrence of treatment-related hematologic malignancies after adjuvant therapy with alkylating agents for gastrointestinal cancers, ovarian carcinoma, and breast cancer and after treatment for Hodgkin's disease, non-Hodgkin's lymphoma, germ-cell tumors, and multiple myeloma has been well documented.",Not ADE-related
36560,There was complete recovery of hair loss and the regrowth started after 12 weeks of alopecia.,Not ADE-related
36561,Essential thrombocythemia is characterized by increased incidence of thrombosis with arterial event more than venous events and hemorrhagic complications.,Not ADE-related
36562,In four patients the maximum ST elevation was greater than or equal to 5 mm.,Not ADE-related
36563,Risks and benefits should be seriously considered before starting treatment.,Not ADE-related
36564,We present a brief review of the mechanism of action of TNF-alpha antagonists and their ability to predispose to various infections including viral pneumonia by interfering with the immune response.,Not ADE-related
36565,Malignant hyperthermia (MH) in humans is usually triggered by volatile anaesthetics and depolarizing muscle relaxants.,Not ADE-related
36566,"Herein we report the successful treatment of invasive aspergillosis with the liposomal amphotericin B (AMB) formulation, Amphotericin B Lipid Complex (ABLC).",Not ADE-related
36567,Possible interactions between the putatively hyperactive dopaminergic system and corticosteroids are discussed.,Not ADE-related
36568,"Clinical trials have shown that atypical drugs such as sertindole do not induce EPS, are effective against negative as well as positive symptoms and do not affect cognition.",Not ADE-related
36569,This case demonstrates that severe anterior uveitis may develop after LASIK and needs prompt and vigorous management for resolution.,Not ADE-related
36570,They presented with circumscribed blue-grey pigmentation within acne scars confined to the back.,Not ADE-related
36571,Drug-induced hepatotoxicity is an important cause of hepatocellular injury.,Not ADE-related
36572,He gradually improved and his biochemical markers returned to normal.,Not ADE-related
36573,Her serum total cholesterol was 515 mg/dl and triglyceride was 3378 mg/dl despite administration of 10 mg of simvastatin daily.,Not ADE-related
36574,To discuss the possible mechanisms of action and highlight the potential detrimental effects of dipivefrin on palpebral conjunctiva.,Not ADE-related
36575,"Although it is very rare, careful monitoring and readiness for the occurrence of such a potentially lethal situation with necessary medications may prevent a fatal outcome.",Not ADE-related
36576,Pacemaker pocket infection due to acremonium species.,Not ADE-related
36577,The patient began her prescribed radiation therapy and 5-fluorouracil radio-sensitizing chemotherapy.,Not ADE-related
36578,Monitoring of the prothrombin time for cephalosporins or the bleeding time for moxalactam is the most reliable way to prevent what may be rapid emergence of clinical bleeding in patients with renal failure.,Not ADE-related
36579,The second is a case of superficial invasion of Candida in a stitch ulcer.,Not ADE-related
36580,These findings suggest that GL might inhibit HIV-1 replication in vivo.,Not ADE-related
36581,Cerebral Embolism Study Group.,Not ADE-related
36582,We present a pediatric patient who developed cutaneous T-cell lymphoma with mycosis fungoides histology after liver transplantation.,Not ADE-related
36583,"After 3 months of combination therapy, LAM was stopped and ADV monotherapy was continued.",Not ADE-related
36584,"Unfortunately, not all patients respond to these treatments.",Not ADE-related
36585,"Within weeks of initiation of baclofen treatment, the hiccups ceased.",Not ADE-related
36586,"We believe that total cyclosporine withdrawal is feasible, but strongly recommend overlapping mycophenolate mofetil treatment with cyclosporine.",Not ADE-related
36587,The presented case illustrates that a combined overdose of tricyclic antidepressants and neuroleptics enhances the possible toxic effects of each drug and especially the risk for adverse cardiac events.,Not ADE-related
36588,CASE: A perimenopausal woman was treated with acetic acid for abnormal Pap smear report (cervical intraepithelial neoplasia 1).,Not ADE-related
36589,Ballistic movements ceased after administration of haloperidol; both patients remained without abnormal movements thereafter.,Not ADE-related
36590,Hysterectomy revealed benign endometrial megapolyps with marked stromal decidualization and edema.,Not ADE-related
36591,Late-developing but self-limiting neuropsychiatric complications occurred in four patients.,Not ADE-related
36592,"Following, we performed a double-blind oral challenge test with drugs who results was negative.",Not ADE-related
36593,"The drug, widely used in gastroenterological and gynaecological practice, has not hitherto been considered neurotoxic.",Not ADE-related
36594,"Six months later, amiodarone treatment was reinstated due to life-threatening tachyarrhythmia; however, the patient remained euthyroid.",Not ADE-related
36595,Colonoscopy revealed a Dukes Stage B colonic adenocarcinoma.,Not ADE-related
36596,"This is an important pitfall because, when diagnosed early, bleeding in these patients is treatable.",Not ADE-related
36597,"Significant bleeding from retroperitoneal hematomas is more often associated with major pelvic fractures from high energy blunt force mechanisms, and the blood loss may be tamponaded by the retroperitoneal structures if natural clotting mechanisms are intact.",Not ADE-related
36598,All patients underwent radiological investigation for tumour staging and comparison with the following study in accordance with the protocol in place at our Department of Oncology and Division of Diagnostic Imaging.,Not ADE-related
36599,Tetracycline-induced benign intracranial hypertension.,Not ADE-related
36600,"Further investigation revealed hyponatremia 112 mEq/L, low serum osmolality, high urine osmolality, normal renal function, normal adrenal and thyroid hormones, and high plasma vasopressin 40 pg/mL.",Not ADE-related
36601,Both the psoriasis and the HCL cleared.,Not ADE-related
36602,"Although the role of antipsychotics in this situation is speculative, development of rhabdomyolysis related to hyponatremia and/or its correction should not be underestimated and should be assessed thoroughly.",Not ADE-related
36603,"A renal route of potassium loss was suspected, but could not be confirmed as potassium excretion did not increase although sodium excretion was augmented [basal sodium output: 56.7 mmol/24 h; phosphate treatment: 153 mmol/24 h (p < 0.05)].",Not ADE-related
36604,"In one of the patients, the hyperkalemia was associated with a fatal cardiac arrhythmia.",Not ADE-related
36605,"Three patients who received more than 1100 mg/m2 developed pulmonary symptoms with the same clinical and radiologic pattern as in the two cases with pathologic documents, and two of them died from acute respiratory failure.",Not ADE-related
36606,He developed VZV reinfection without skin lesions after family exposure and influenza A was community-acquired.,Not ADE-related
36607,Complete disappearance of the primary tumor and involved inguinal lymph nodes was achieved with three courses of the cis-platinum-containing chemotherapy regimen BMP administered prior to radiotherapy.,Not ADE-related
36608,"Ten days after withdrawal of Pentasa, he was admitted to hospital because of worsening symptoms.",Not ADE-related
36609,"To our knowledge, AVP following therapy with TNF-alpha antagonists has not been reported in English literature.",Not ADE-related
36610,Controversy as to what constitutes a safe and effective dose of these medications still exists.,Not ADE-related
36611,Antiepileptic drug hypersensitivity syndrome: in vitro and clinical observations.,Not ADE-related
36612,"He was treated with topical steroids with healing of the lesions, leaving only post-inflammatory hyperpigmentation.",Not ADE-related
36613,RESULTS: The patient skin prick test with commercial calcitonin (Miacalcic. 50 UI/ml) was positive and negative in controls.,Not ADE-related
36614,Any psychotropics of little clinical significance were then cautiously minimized.,Not ADE-related
36615,Black cohosh and other herbal remedies associated with acute hepatitis.,Not ADE-related
36616,An epinephrine injection was administered and the boy immediately felt better.,Not ADE-related
36617,Oxaliplatin is a new platinum derivative that has significant activity in patients with metastatic colorectal carcinoma.,Not ADE-related
36618,"Patients were followed up clinically with slit-lamp examination for evidence of tumor disappearance or recurrence, and local and systemic side effects.",Not ADE-related
36619,Fourteen days after discontinuation of G-CSF therapy his monocyte counts returned to normal levels and a marrow aspirate showed a reduction in blast cells.,Not ADE-related
36620,Herein we present a woman with bilateral lower extremity rest pain and a history of chronic ergot use for migraine headaches.,Not ADE-related
36621,"Blood and bone marrow morphology, and the karyotype were normalised and the patient is in good health 1 yr post-transplant.",Not ADE-related
36622,The use of sulfonylurea medications in the treatment of type 2 diabetes mellitus is common.,Not ADE-related
36623,The mechanisms by which these agents interact to produce prolonged hypoglycemia are complex and probably multifactorial.,Not ADE-related
36624,Our experience with the two cases reported here has led us to propose guidelines for the treatment of initial PTE in a pediatric hematology unit.,Not ADE-related
36625,"Eleven days after TAE, he developed suppurative cholangitis and multiple organ failure.",Not ADE-related
36626,He now realised that he had eaten a chocolate cake before this episode and remembered that before the first episode he had had a chocolate mousse dessert.,Not ADE-related
36627,"In addition, testosterone supplementation is frequently recommended for adult men with reduced libido or impotence and decreased serum levels of testosterone.",Not ADE-related
36628,"In cases of chronic corneal disturbance, we recommend the elimination of phosphate-buffered medications to prevent corneal calcification.",Not ADE-related
36629,These mutations were not present in samples obtained during the primary CMV infection.,Not ADE-related
36630,"After irradiation of only the right eye, the rats were followed for several months in an attempt to determine the effects of estrogen on radiation cataractogenesis and investigate potential strain differences in this phenomenon.",Not ADE-related
36631,After 36 h the hyponatremic episode improved after the infusion of hypertonic sodium chloride.,Not ADE-related
36632,"Pipotiazine palmitate, a long acting drug, indeed: a case report.",Not ADE-related
36633,Chest wall actinomycosis in association with the use of an intra-uterine device.,Not ADE-related
36634,Acute adrenal insufficiency after large-dose glucocorticoids for spinal cord injury.,Not ADE-related
36635,She had been administered tacrolimus for prophylaxis of graft-versus-host reaction.,Not ADE-related
36636,Probable loop diuretic-induced pancreatitis in a sulfonamide-allergic patient.,Not ADE-related
36637,Compared to the normal study protocol side-effects such as renal failure were not observed probably due to sufficient fluid intake and good clinical condition prior to treatment and to the rapid and persistent ductal closure.,Not ADE-related
